id,name,score1,score2
4966,Student_4966,70,66
4967,Student_4967,50,74
4968,Student_4968,72,82
4969,Student_4969,56,62
4970,Student_4970,73,97
4971,Student_4971,100,73
4972,Student_4972,70,69
4973,Student_4973,57,73
4974,Student_4974,67,100
4975,Student_4975,81,71
4976,Student_4976,57,98
4977,Student_4977,61,80
4978,Student_4978,79,87
4979,Student_4979,60,67
4980,Student_4980,71,56
4981,Student_4981,59,64
4982,Student_4982,92,50
4983,Student_4983,51,69
4984,Student_4984,94,97
4985,Student_4985,63,69
4986,Student_4986,75,78
4987,Student_4987,58,87
4988,Student_4988,64,68
4989,Student_4989,91,53
4990,Student_4990,66,73
4991,Student_4991,61,82
4992,Student_4992,66,77
4993,Student_4993,66,58
4994,Student_4994,53,96
4995,Student_4995,69,61
4996,Student_4996,89,80
4997,Student_4997,59,74
4998,Student_4998,79,83
4999,Student_4999,64,90
5000,Student_5000,100,90
5001,Student_5001,55,67
5002,Student_5002,91,99
5003,Student_5003,85,64
5004,Student_5004,75,76
5005,Student_5005,84,62
5006,Student_5006,94,63
5007,Student_5007,96,66
5008,Student_5008,69,88
5009,Student_5009,81,52
5010,Student_5010,79,85
5011,Student_5011,64,100
5012,Student_5012,58,78
5013,Student_5013,77,67
5014,Student_5014,89,65
5015,Student_5015,80,88
5016,Student_5016,80,63
5017,Student_5017,62,79
5018,Student_5018,50,72
5019,Student_5019,60,51
5020,Student_5020,71,58
5021,Student_5021,54,83
5022,Student_5022,83,77
5023,Student_5023,94,81
5024,Student_5024,65,84
5025,Student_5025,95,96
5026,Student_5026,72,97
5027,Student_5027,81,52
5028,Student_5028,98,76
5029,Student_5029,50,75
5030,Student_5030,51,94
5031,Student_5031,97,58
5032,Student_5032,90,85
5033,Student_5033,61,59
5034,Student_5034,100,70
5035,Student_5035,62,60
5036,Student_5036,77,86
5037,Student_5037,53,67
5038,Student_5038,73,94
5039,Student_5039,52,96
5040,Student_5040,64,67
5041,Student_5041,65,62
5042,Student_5042,76,95
5043,Student_5043,78,82
5044,Student_5044,74,52
5045,Student_5045,57,65
5046,Student_5046,67,98
5047,Student_5047,55,69
5048,Student_5048,60,88
5049,Student_5049,77,62
5050,Student_5050,96,90
5051,Student_5051,50,57
5052,Student_5052,95,52
5053,Student_5053,51,85
5054,Student_5054,94,72
5055,Student_5055,84,82
5056,Student_5056,75,100
5057,Student_5057,65,63
5058,Student_5058,79,51
5059,Student_5059,80,69
5060,Student_5060,96,87
5061,Student_5061,81,70
5062,Student_5062,73,80
5063,Student_5063,92,50
5064,Student_5064,76,83
5065,Student_5065,57,62
5066,Student_5066,64,52
5067,Student_5067,60,88
5068,Student_5068,55,84
5069,Student_5069,66,98
5070,Student_5070,90,93
5071,Student_5071,60,98
5072,Student_5072,51,68
5073,Student_5073,79,79
5074,Student_5074,96,90
5075,Student_5075,82,51
5076,Student_5076,85,96
5077,Student_5077,55,55
5078,Student_5078,74,99
5079,Student_5079,55,76
5080,Student_5080,53,54
5081,Student_5081,71,71
5082,Student_5082,96,94
5083,Student_5083,75,52
5084,Student_5084,52,90
5085,Student_5085,60,77
5086,Student_5086,66,52
5087,Student_5087,56,66
5088,Student_5088,70,91
5089,Student_5089,76,57
5090,Student_5090,59,97
5091,Student_5091,57,71
5092,Student_5092,100,63
5093,Student_5093,95,51
5094,Student_5094,97,80
5095,Student_5095,74,77
5096,Student_5096,50,63
5097,Student_5097,72,100
5098,Student_5098,59,51
5099,Student_5099,97,77
5100,Student_5100,89,73
5101,Student_5101,86,88
5102,Student_5102,57,90
5103,Student_5103,82,83
5104,Student_5104,53,69
5105,Student_5105,71,69
5106,Student_5106,73,95
5107,Student_5107,76,94
5108,Student_5108,97,88
5109,Student_5109,77,73
5110,Student_5110,84,93
5111,Student_5111,98,78
5112,Student_5112,89,71
5113,Student_5113,64,54
5114,Student_5114,73,75
5115,Student_5115,86,85
5116,Student_5116,99,58
5117,Student_5117,79,70
5118,Student_5118,79,70
5119,Student_5119,78,81
5120,Student_5120,66,75
5121,Student_5121,85,72
5122,Student_5122,81,62
5123,Student_5123,73,66
5124,Student_5124,89,57
5125,Student_5125,56,56
5126,Student_5126,94,75
5127,Student_5127,79,78
5128,Student_5128,89,93
5129,Student_5129,87,76
5130,Student_5130,63,67
5131,Student_5131,80,88
5132,Student_5132,70,52
5133,Student_5133,67,88
5134,Student_5134,99,59
5135,Student_5135,86,89
5136,Student_5136,87,83
5137,Student_5137,81,80
5138,Student_5138,82,53
5139,Student_5139,91,70
5140,Student_5140,70,72
5141,Student_5141,71,79
5142,Student_5142,78,65
5143,Student_5143,82,100
5144,Student_5144,70,65
5145,Student_5145,71,65
5146,Student_5146,89,58
5147,Student_5147,90,66
5148,Student_5148,92,76
5149,Student_5149,98,51
5150,Student_5150,70,55
5151,Student_5151,78,100
5152,Student_5152,92,89
5153,Student_5153,74,86
5154,Student_5154,96,80
5155,Student_5155,78,50
5156,Student_5156,53,79
5157,Student_5157,89,61
5158,Student_5158,57,76
5159,Student_5159,93,81
5160,Student_5160,82,80
5161,Student_5161,65,58
5162,Student_5162,93,51
5163,Student_5163,63,52
5164,Student_5164,87,69
5165,Student_5165,59,82
5166,Student_5166,92,86
5167,Student_5167,60,60
5168,Student_5168,63,66
5169,Student_5169,60,70
5170,Student_5170,55,73
5171,Student_5171,77,54
5172,Student_5172,94,56
5173,Student_5173,84,60
5174,Student_5174,99,80
5175,Student_5175,52,66
5176,Student_5176,72,66
5177,Student_5177,95,85
5178,Student_5178,54,89
5179,Student_5179,100,74
5180,Student_5180,94,100
5181,Student_5181,68,73
5182,Student_5182,69,89
5183,Student_5183,68,50
5184,Student_5184,65,98
5185,Student_5185,88,62
5186,Student_5186,64,64
5187,Student_5187,78,89
5188,Student_5188,63,69
5189,Student_5189,91,94
5190,Student_5190,92,54
5191,Student_5191,99,51
5192,Student_5192,95,96
5193,Student_5193,65,91
5194,Student_5194,54,61
5195,Student_5195,96,64
5196,Student_5196,88,94
5197,Student_5197,54,85
5198,Student_5198,60,96
5199,Student_5199,57,83
5200,Student_5200,54,87
5201,Student_5201,91,61
5202,Student_5202,67,66
5203,Student_5203,83,83
5204,Student_5204,58,81
5205,Student_5205,100,53
5206,Student_5206,65,84
5207,Student_5207,57,62
5208,Student_5208,65,99
5209,Student_5209,87,73
5210,Student_5210,98,55
5211,Student_5211,67,60
5212,Student_5212,54,60
5213,Student_5213,59,70
5214,Student_5214,80,65
5215,Student_5215,94,79
5216,Student_5216,88,63
5217,Student_5217,91,87
5218,Student_5218,54,58
5219,Student_5219,73,74
5220,Student_5220,79,55
5221,Student_5221,73,90
5222,Student_5222,85,64
5223,Student_5223,84,53
5224,Student_5224,65,90
5225,Student_5225,98,89
5226,Student_5226,69,63
5227,Student_5227,86,69
5228,Student_5228,77,95
5229,Student_5229,59,95
5230,Student_5230,57,68
5231,Student_5231,75,70
5232,Student_5232,96,65
5233,Student_5233,61,55
5234,Student_5234,76,92
5235,Student_5235,88,60
5236,Student_5236,92,55
5237,Student_5237,92,63
5238,Student_5238,70,61
5239,Student_5239,79,98
5240,Student_5240,59,81
5241,Student_5241,64,89
5242,Student_5242,91,99
5243,Student_5243,88,56
5244,Student_5244,75,71
5245,Student_5245,53,69
5246,Student_5246,65,94
5247,Student_5247,93,50
5248,Student_5248,97,82
5249,Student_5249,55,80
5250,Student_5250,80,53
5251,Student_5251,74,53
5252,Student_5252,64,65
5253,Student_5253,52,64
5254,Student_5254,92,88
5255,Student_5255,59,79
5256,Student_5256,74,96
5257,Student_5257,96,78
5258,Student_5258,83,62
5259,Student_5259,75,95
5260,Student_5260,56,74
5261,Student_5261,79,52
5262,Student_5262,100,95
5263,Student_5263,57,79
5264,Student_5264,89,61
5265,Student_5265,68,100
5266,Student_5266,69,72
5267,Student_5267,80,58
5268,Student_5268,51,54
5269,Student_5269,79,58
5270,Student_5270,77,94
5271,Student_5271,74,94
5272,Student_5272,68,66
5273,Student_5273,80,83
5274,Student_5274,74,56
5275,Student_5275,65,74
5276,Student_5276,69,87
5277,Student_5277,79,60
5278,Student_5278,94,57
5279,Student_5279,73,53
5280,Student_5280,50,51
5281,Student_5281,95,75
5282,Student_5282,73,65
5283,Student_5283,66,92
5284,Student_5284,70,67
5285,Student_5285,66,66
5286,Student_5286,89,78
5287,Student_5287,98,65
5288,Student_5288,87,71
5289,Student_5289,95,62
5290,Student_5290,94,72
5291,Student_5291,80,95
5292,Student_5292,99,65
5293,Student_5293,95,62
5294,Student_5294,61,92
5295,Student_5295,60,73
5296,Student_5296,78,51
5297,Student_5297,74,61
5298,Student_5298,68,66
5299,Student_5299,73,98
5300,Student_5300,82,61
5301,Student_5301,56,95
5302,Student_5302,67,91
5303,Student_5303,68,63
5304,Student_5304,86,53
5305,Student_5305,68,94
5306,Student_5306,94,68
5307,Student_5307,83,94
5308,Student_5308,56,92
5309,Student_5309,93,70
5310,Student_5310,81,59
5311,Student_5311,52,74
5312,Student_5312,73,52
5313,Student_5313,59,76
5314,Student_5314,53,94
5315,Student_5315,94,99
5316,Student_5316,86,80
5317,Student_5317,100,52
5318,Student_5318,60,62
5319,Student_5319,64,52
5320,Student_5320,96,79
5321,Student_5321,64,59
5322,Student_5322,69,79
5323,Student_5323,58,89
5324,Student_5324,76,67
5325,Student_5325,63,53
5326,Student_5326,55,92
5327,Student_5327,82,81
5328,Student_5328,84,68
5329,Student_5329,60,77
5330,Student_5330,70,52
5331,Student_5331,66,85
5332,Student_5332,71,70
5333,Student_5333,71,65
5334,Student_5334,78,77
5335,Student_5335,58,62
5336,Student_5336,97,59
5337,Student_5337,84,91
5338,Student_5338,65,69
5339,Student_5339,94,70
5340,Student_5340,65,52
5341,Student_5341,77,94
5342,Student_5342,82,53
5343,Student_5343,50,61
5344,Student_5344,55,73
5345,Student_5345,57,58
5346,Student_5346,67,64
5347,Student_5347,76,64
5348,Student_5348,93,99
5349,Student_5349,87,87
5350,Student_5350,81,67
5351,Student_5351,58,84
5352,Student_5352,64,58
5353,Student_5353,61,77
5354,Student_5354,78,86
5355,Student_5355,61,71
5356,Student_5356,84,98
5357,Student_5357,71,85
5358,Student_5358,87,73
5359,Student_5359,82,64
5360,Student_5360,54,89
5361,Student_5361,66,59
5362,Student_5362,64,97
5363,Student_5363,100,56
5364,Student_5364,65,50
5365,Student_5365,80,93
5366,Student_5366,53,88
5367,Student_5367,63,59
5368,Student_5368,99,58
5369,Student_5369,60,77
5370,Student_5370,68,50
5371,Student_5371,62,78
5372,Student_5372,56,76
5373,Student_5373,62,60
5374,Student_5374,79,54
5375,Student_5375,67,63
5376,Student_5376,92,89
5377,Student_5377,52,61
5378,Student_5378,58,62
5379,Student_5379,90,75
5380,Student_5380,50,66
5381,Student_5381,71,97
5382,Student_5382,81,88
5383,Student_5383,90,95
5384,Student_5384,79,55
5385,Student_5385,91,78
5386,Student_5386,55,60
5387,Student_5387,62,62
5388,Student_5388,80,68
5389,Student_5389,81,85
5390,Student_5390,88,94
5391,Student_5391,64,52
5392,Student_5392,76,65
5393,Student_5393,68,95
5394,Student_5394,68,79
5395,Student_5395,94,68
5396,Student_5396,96,92
5397,Student_5397,91,50
5398,Student_5398,51,78
5399,Student_5399,73,79
5400,Student_5400,61,95
5401,Student_5401,85,80
5402,Student_5402,76,65
5403,Student_5403,53,68
5404,Student_5404,59,56
5405,Student_5405,72,70
5406,Student_5406,68,82
5407,Student_5407,73,91
5408,Student_5408,78,68
5409,Student_5409,59,58
5410,Student_5410,83,65
5411,Student_5411,61,71
5412,Student_5412,83,100
5413,Student_5413,61,92
5414,Student_5414,95,73
5415,Student_5415,88,96
5416,Student_5416,74,91
5417,Student_5417,98,70
5418,Student_5418,64,79
5419,Student_5419,66,87
5420,Student_5420,97,74
5421,Student_5421,56,86
5422,Student_5422,85,60
5423,Student_5423,65,86
5424,Student_5424,96,99
5425,Student_5425,88,67
5426,Student_5426,92,78
5427,Student_5427,60,72
5428,Student_5428,99,88
5429,Student_5429,67,95
5430,Student_5430,73,87
5431,Student_5431,100,90
5432,Student_5432,70,100
5433,Student_5433,85,70
5434,Student_5434,52,88
5435,Student_5435,68,64
5436,Student_5436,62,63
5437,Student_5437,88,67
5438,Student_5438,70,98
5439,Student_5439,75,61
5440,Student_5440,68,64
5441,Student_5441,63,69
5442,Student_5442,92,71
5443,Student_5443,67,75
5444,Student_5444,62,63
5445,Student_5445,53,66
5446,Student_5446,54,82
5447,Student_5447,86,64
5448,Student_5448,50,67
5449,Student_5449,95,56
5450,Student_5450,55,62
5451,Student_5451,77,72
5452,Student_5452,56,53
5453,Student_5453,52,65
5454,Student_5454,79,91
5455,Student_5455,91,62
5456,Student_5456,51,65
5457,Student_5457,76,68
5458,Student_5458,76,78
5459,Student_5459,75,72
5460,Student_5460,50,94
5461,Student_5461,57,55
5462,Student_5462,65,68
5463,Student_5463,62,83
5464,Student_5464,81,79
5465,Student_5465,68,60
5466,Student_5466,52,82
5467,Student_5467,59,59
5468,Student_5468,93,91
5469,Student_5469,67,82
5470,Student_5470,97,98
5471,Student_5471,82,64
5472,Student_5472,89,81
5473,Student_5473,75,84
5474,Student_5474,97,77
5475,Student_5475,72,52
5476,Student_5476,77,64
5477,Student_5477,99,75
5478,Student_5478,64,62
5479,Student_5479,50,76
5480,Student_5480,72,65
5481,Student_5481,88,99
5482,Student_5482,52,81
5483,Student_5483,79,96
5484,Student_5484,71,82
5485,Student_5485,85,61
5486,Student_5486,88,96
5487,Student_5487,78,99
5488,Student_5488,60,61
5489,Student_5489,100,89
5490,Student_5490,94,75
5491,Student_5491,79,82
5492,Student_5492,54,71
5493,Student_5493,74,97
5494,Student_5494,80,82
5495,Student_5495,88,60
5496,Student_5496,73,57
5497,Student_5497,74,65
5498,Student_5498,90,95
5499,Student_5499,93,83
5500,Student_5500,85,56
5501,Student_5501,87,77
5502,Student_5502,63,82
5503,Student_5503,78,81
5504,Student_5504,89,70
5505,Student_5505,55,53
5506,Student_5506,64,98
5507,Student_5507,100,52
5508,Student_5508,92,80
5509,Student_5509,76,65
5510,Student_5510,67,95
5511,Student_5511,72,94
5512,Student_5512,90,67
5513,Student_5513,58,64
5514,Student_5514,60,85
5515,Student_5515,59,67
5516,Student_5516,67,74
5517,Student_5517,100,60
5518,Student_5518,62,99
5519,Student_5519,56,80
5520,Student_5520,73,74
5521,Student_5521,63,61
5522,Student_5522,93,64
5523,Student_5523,57,76
5524,Student_5524,63,59
5525,Student_5525,85,64
5526,Student_5526,53,83
5527,Student_5527,64,68
5528,Student_5528,72,85
5529,Student_5529,64,81
5530,Student_5530,85,71
5531,Student_5531,59,76
5532,Student_5532,97,97
5533,Student_5533,53,84
5534,Student_5534,69,68
5535,Student_5535,61,73
5536,Student_5536,90,56
5537,Student_5537,84,59
5538,Student_5538,67,71
5539,Student_5539,54,51
5540,Student_5540,96,69
5541,Student_5541,69,85
5542,Student_5542,59,95
5543,Student_5543,71,87
5544,Student_5544,62,76
5545,Student_5545,97,68
5546,Student_5546,63,63
5547,Student_5547,89,63
5548,Student_5548,67,63
5549,Student_5549,86,71
5550,Student_5550,51,61
5551,Student_5551,78,51
5552,Student_5552,91,69
5553,Student_5553,58,63
5554,Student_5554,72,81
5555,Student_5555,99,50
5556,Student_5556,86,82
5557,Student_5557,67,99
5558,Student_5558,57,80
5559,Student_5559,66,69
5560,Student_5560,70,85
5561,Student_5561,100,96
5562,Student_5562,74,66
5563,Student_5563,89,83
5564,Student_5564,96,83
5565,Student_5565,91,50
5566,Student_5566,62,99
5567,Student_5567,79,52
5568,Student_5568,96,87
5569,Student_5569,57,66
5570,Student_5570,68,61
5571,Student_5571,71,80
5572,Student_5572,60,55
5573,Student_5573,62,81
5574,Student_5574,76,93
5575,Student_5575,53,81
5576,Student_5576,69,75
5577,Student_5577,58,93
5578,Student_5578,81,51
5579,Student_5579,75,55
5580,Student_5580,85,65
5581,Student_5581,93,68
5582,Student_5582,99,91
5583,Student_5583,100,95
5584,Student_5584,53,93
5585,Student_5585,54,76
5586,Student_5586,89,62
5587,Student_5587,71,52
5588,Student_5588,89,80
5589,Student_5589,58,98
5590,Student_5590,80,57
5591,Student_5591,92,52
5592,Student_5592,79,59
5593,Student_5593,71,63
5594,Student_5594,77,94
5595,Student_5595,62,64
5596,Student_5596,56,90
5597,Student_5597,54,95
5598,Student_5598,72,67
5599,Student_5599,63,55
5600,Student_5600,67,61
5601,Student_5601,72,53
5602,Student_5602,96,97
5603,Student_5603,54,100
5604,Student_5604,89,87
5605,Student_5605,80,70
5606,Student_5606,58,54
5607,Student_5607,84,82
5608,Student_5608,82,67
5609,Student_5609,60,54
5610,Student_5610,67,51
5611,Student_5611,81,55
5612,Student_5612,81,69
5613,Student_5613,90,51
5614,Student_5614,69,86
5615,Student_5615,58,55
5616,Student_5616,75,75
5617,Student_5617,91,65
5618,Student_5618,80,63
5619,Student_5619,91,59
5620,Student_5620,71,83
5621,Student_5621,70,85
5622,Student_5622,86,99
5623,Student_5623,74,98
5624,Student_5624,100,51
5625,Student_5625,60,97
5626,Student_5626,64,73
5627,Student_5627,86,68
5628,Student_5628,89,85
5629,Student_5629,100,100
5630,Student_5630,87,89
5631,Student_5631,55,83
5632,Student_5632,64,79
5633,Student_5633,52,68
5634,Student_5634,78,77
5635,Student_5635,88,67
5636,Student_5636,59,73
5637,Student_5637,76,52
5638,Student_5638,86,56
5639,Student_5639,75,92
5640,Student_5640,86,71
5641,Student_5641,74,83
5642,Student_5642,83,60
5643,Student_5643,74,98
5644,Student_5644,63,87
5645,Student_5645,59,63
5646,Student_5646,59,50
5647,Student_5647,84,52
5648,Student_5648,69,84
5649,Student_5649,85,59
5650,Student_5650,73,78
5651,Student_5651,68,67
5652,Student_5652,69,73
5653,Student_5653,81,73
5654,Student_5654,66,90
5655,Student_5655,54,61
5656,Student_5656,53,51
5657,Student_5657,63,85
5658,Student_5658,95,98
5659,Student_5659,92,92
5660,Student_5660,72,96
5661,Student_5661,90,65
5662,Student_5662,63,96
5663,Student_5663,98,90
5664,Student_5664,92,57
5665,Student_5665,58,72
5666,Student_5666,67,71
5667,Student_5667,65,74
5668,Student_5668,67,100
5669,Student_5669,72,63
5670,Student_5670,70,89
5671,Student_5671,58,83
5672,Student_5672,62,59
5673,Student_5673,91,84
5674,Student_5674,69,77
5675,Student_5675,53,52
5676,Student_5676,97,96
5677,Student_5677,68,63
5678,Student_5678,82,51
5679,Student_5679,78,56
5680,Student_5680,50,54
5681,Student_5681,58,55
5682,Student_5682,97,77
5683,Student_5683,59,61
5684,Student_5684,74,99
5685,Student_5685,56,98
5686,Student_5686,62,75
5687,Student_5687,64,84
5688,Student_5688,69,99
5689,Student_5689,85,86
5690,Student_5690,78,57
5691,Student_5691,56,76
5692,Student_5692,59,68
5693,Student_5693,89,75
5694,Student_5694,82,59
5695,Student_5695,70,58
5696,Student_5696,84,75
5697,Student_5697,97,59
5698,Student_5698,100,96
5699,Student_5699,84,85
5700,Student_5700,72,76
5701,Student_5701,70,90
5702,Student_5702,90,73
5703,Student_5703,94,76
5704,Student_5704,91,67
5705,Student_5705,60,99
5706,Student_5706,96,66
5707,Student_5707,67,73
5708,Student_5708,86,53
5709,Student_5709,93,92
5710,Student_5710,84,68
5711,Student_5711,51,55
5712,Student_5712,72,77
5713,Student_5713,58,82
5714,Student_5714,72,72
5715,Student_5715,51,76
5716,Student_5716,50,52
5717,Student_5717,52,85
5718,Student_5718,68,84
5719,Student_5719,76,91
5720,Student_5720,92,52
5721,Student_5721,86,78
5722,Student_5722,83,97
5723,Student_5723,53,94
5724,Student_5724,72,88
5725,Student_5725,61,56
5726,Student_5726,62,54
5727,Student_5727,52,94
5728,Student_5728,80,85
5729,Student_5729,74,69
5730,Student_5730,81,94
5731,Student_5731,84,59
5732,Student_5732,96,88
5733,Student_5733,67,55
5734,Student_5734,90,95
5735,Student_5735,93,50
5736,Student_5736,78,91
5737,Student_5737,74,83
5738,Student_5738,50,92
5739,Student_5739,84,83
5740,Student_5740,50,86
5741,Student_5741,68,70
5742,Student_5742,95,52
5743,Student_5743,81,96
5744,Student_5744,96,72
5745,Student_5745,95,99
5746,Student_5746,98,85
5747,Student_5747,86,71
5748,Student_5748,81,61
5749,Student_5749,78,100
5750,Student_5750,82,69
5751,Student_5751,84,50
5752,Student_5752,97,78
5753,Student_5753,61,56
5754,Student_5754,75,60
5755,Student_5755,71,77
5756,Student_5756,87,68
5757,Student_5757,79,79
5758,Student_5758,100,82
5759,Student_5759,63,85
5760,Student_5760,96,77
5761,Student_5761,59,85
5762,Student_5762,87,63
5763,Student_5763,73,61
5764,Student_5764,97,68
5765,Student_5765,88,86
5766,Student_5766,86,94
5767,Student_5767,82,63
5768,Student_5768,80,59
5769,Student_5769,75,56
5770,Student_5770,89,84
5771,Student_5771,95,71
5772,Student_5772,68,56
5773,Student_5773,88,64
5774,Student_5774,53,62
5775,Student_5775,65,95
5776,Student_5776,89,67
5777,Student_5777,75,81
5778,Student_5778,95,92
5779,Student_5779,56,71
5780,Student_5780,50,85
5781,Student_5781,62,75
5782,Student_5782,85,90
5783,Student_5783,81,73
5784,Student_5784,92,94
5785,Student_5785,99,57
5786,Student_5786,56,81
5787,Student_5787,85,85
5788,Student_5788,66,96
5789,Student_5789,70,65
5790,Student_5790,61,93
5791,Student_5791,63,73
5792,Student_5792,55,96
5793,Student_5793,60,59
5794,Student_5794,73,80
5795,Student_5795,100,55
5796,Student_5796,66,51
5797,Student_5797,73,72
5798,Student_5798,94,94
5799,Student_5799,88,61
5800,Student_5800,50,100
5801,Student_5801,55,99
5802,Student_5802,86,59
5803,Student_5803,100,94
5804,Student_5804,64,69
5805,Student_5805,64,60
5806,Student_5806,54,99
5807,Student_5807,64,57
5808,Student_5808,90,77
5809,Student_5809,90,94
5810,Student_5810,72,54
5811,Student_5811,61,68
5812,Student_5812,74,74
5813,Student_5813,69,83
5814,Student_5814,78,94
5815,Student_5815,62,88
5816,Student_5816,73,52
5817,Student_5817,72,98
5818,Student_5818,71,73
5819,Student_5819,82,61
5820,Student_5820,52,99
5821,Student_5821,77,92
5822,Student_5822,90,64
5823,Student_5823,68,51
5824,Student_5824,64,87
5825,Student_5825,93,64
5826,Student_5826,51,93
5827,Student_5827,88,59
5828,Student_5828,91,98
5829,Student_5829,62,61
5830,Student_5830,92,69
5831,Student_5831,73,78
5832,Student_5832,91,96
5833,Student_5833,71,55
5834,Student_5834,76,58
5835,Student_5835,66,77
5836,Student_5836,78,67
5837,Student_5837,88,54
5838,Student_5838,93,95
5839,Student_5839,55,76
5840,Student_5840,88,50
5841,Student_5841,91,89
5842,Student_5842,93,95
5843,Student_5843,93,65
5844,Student_5844,100,55
5845,Student_5845,97,85
5846,Student_5846,50,97
5847,Student_5847,60,50
5848,Student_5848,53,84
5849,Student_5849,98,51
5850,Student_5850,61,61
5851,Student_5851,55,87
5852,Student_5852,97,81
5853,Student_5853,54,74
5854,Student_5854,90,87
5855,Student_5855,84,91
5856,Student_5856,64,87
5857,Student_5857,96,99
5858,Student_5858,99,77
5859,Student_5859,93,63
5860,Student_5860,92,59
5861,Student_5861,57,76
5862,Student_5862,80,61
5863,Student_5863,93,100
5864,Student_5864,70,92
5865,Student_5865,54,59
5866,Student_5866,78,79
5867,Student_5867,64,94
5868,Student_5868,82,85
5869,Student_5869,58,71
5870,Student_5870,83,51
5871,Student_5871,64,90
5872,Student_5872,91,51
5873,Student_5873,88,84
5874,Student_5874,96,100
5875,Student_5875,92,55
5876,Student_5876,75,54
5877,Student_5877,99,64
5878,Student_5878,77,95
5879,Student_5879,80,64
5880,Student_5880,59,53
5881,Student_5881,56,70
5882,Student_5882,87,71
5883,Student_5883,80,94
5884,Student_5884,88,98
5885,Student_5885,52,70
5886,Student_5886,71,92
5887,Student_5887,96,76
5888,Student_5888,52,80
5889,Student_5889,89,68
5890,Student_5890,62,62
5891,Student_5891,94,80
5892,Student_5892,92,94
5893,Student_5893,97,81
5894,Student_5894,82,99
5895,Student_5895,52,95
5896,Student_5896,80,53
5897,Student_5897,86,73
5898,Student_5898,91,77
5899,Student_5899,96,59
5900,Student_5900,79,66
5901,Student_5901,74,52
5902,Student_5902,95,65
5903,Student_5903,54,59
5904,Student_5904,77,72
5905,Student_5905,54,80
5906,Student_5906,63,85
5907,Student_5907,95,93
5908,Student_5908,90,95
5909,Student_5909,95,82
5910,Student_5910,73,95
5911,Student_5911,86,76
5912,Student_5912,52,55
5913,Student_5913,92,61
5914,Student_5914,93,82
5915,Student_5915,76,67
5916,Student_5916,84,74
5917,Student_5917,99,81
5918,Student_5918,52,76
5919,Student_5919,70,56
5920,Student_5920,99,81
5921,Student_5921,97,50
5922,Student_5922,95,82
5923,Student_5923,63,71
5924,Student_5924,63,98
5925,Student_5925,89,92
5926,Student_5926,53,70
5927,Student_5927,93,93
5928,Student_5928,92,93
5929,Student_5929,87,81
5930,Student_5930,82,67
5931,Student_5931,73,59
5932,Student_5932,94,89
5933,Student_5933,50,80
5934,Student_5934,90,70
5935,Student_5935,93,57
5936,Student_5936,85,69
5937,Student_5937,68,72
5938,Student_5938,78,93
5939,Student_5939,87,61
5940,Student_5940,99,54
5941,Student_5941,81,84
5942,Student_5942,50,72
5943,Student_5943,63,83
5944,Student_5944,56,68
5945,Student_5945,84,84
5946,Student_5946,75,85
5947,Student_5947,95,54
5948,Student_5948,56,54
5949,Student_5949,70,83
5950,Student_5950,68,70
5951,Student_5951,92,63
5952,Student_5952,85,50
5953,Student_5953,63,67
5954,Student_5954,100,88
5955,Student_5955,85,83
5956,Student_5956,60,81
5957,Student_5957,90,81
5958,Student_5958,63,56
5959,Student_5959,52,65
5960,Student_5960,51,72
5961,Student_5961,92,85
5962,Student_5962,80,78
5963,Student_5963,80,87
5964,Student_5964,83,68
5965,Student_5965,90,90
5966,Student_5966,52,69
5967,Student_5967,60,81
5968,Student_5968,67,64
5969,Student_5969,97,73
5970,Student_5970,77,67
5971,Student_5971,53,51
5972,Student_5972,85,53
5973,Student_5973,68,92
5974,Student_5974,60,88
5975,Student_5975,90,58
5976,Student_5976,79,64
5977,Student_5977,94,96
5978,Student_5978,72,75
5979,Student_5979,64,96
5980,Student_5980,61,85
5981,Student_5981,73,74
5982,Student_5982,56,62
5983,Student_5983,67,88
5984,Student_5984,68,61
5985,Student_5985,82,89
5986,Student_5986,94,100
5987,Student_5987,57,58
5988,Student_5988,54,87
5989,Student_5989,69,62
5990,Student_5990,67,65
5991,Student_5991,68,93
5992,Student_5992,89,51
5993,Student_5993,68,73
5994,Student_5994,51,55
5995,Student_5995,84,69
5996,Student_5996,92,92
5997,Student_5997,58,96
5998,Student_5998,91,59
5999,Student_5999,89,75
6000,Student_6000,98,90
6001,Student_6001,52,72
6002,Student_6002,80,100
6003,Student_6003,53,55
6004,Student_6004,73,69
6005,Student_6005,100,93
6006,Student_6006,71,91
6007,Student_6007,97,63
6008,Student_6008,72,96
6009,Student_6009,97,58
6010,Student_6010,71,72
6011,Student_6011,73,90
6012,Student_6012,55,55
6013,Student_6013,64,95
6014,Student_6014,91,84
6015,Student_6015,73,86
6016,Student_6016,66,76
6017,Student_6017,76,66
6018,Student_6018,54,100
6019,Student_6019,79,77
6020,Student_6020,90,86
6021,Student_6021,94,75
6022,Student_6022,90,71
6023,Student_6023,82,99
6024,Student_6024,64,67
6025,Student_6025,84,100
6026,Student_6026,98,51
6027,Student_6027,69,65
6028,Student_6028,99,93
6029,Student_6029,93,95
6030,Student_6030,72,83
6031,Student_6031,86,66
6032,Student_6032,60,84
6033,Student_6033,70,85
6034,Student_6034,91,57
6035,Student_6035,73,67
6036,Student_6036,54,54
6037,Student_6037,84,74
6038,Student_6038,67,96
6039,Student_6039,71,69
6040,Student_6040,69,59
6041,Student_6041,81,92
